Flora	Mac	Time	Name	Temp	moisture	light	conductivity	battery
Flora1	C4:7C:8D:64:76:67	2019-10-31 20:10:01	Flower care	20.0	40	39	419	100
Flora2	C4:7C:8D:64:5D:17	2019-10-31 20:10:01	Flower care	19.9	45	55	1380	100
Flora1	C4:7C:8D:64:76:67	2019-10-31 20:20:01	Flower care	20.2	40	81	417	100
Flora2	C4:7C:8D:64:5D:17	2019-10-31 20:20:01	Flower care	20.1	45	55	1385	100
Flora1	C4:7C:8D:64:76:67	2019-10-31 20:30:01	Flower care	19.1	39	35	425	100
Flora2	C4:7C:8D:64:5D:17	2019-10-31 20:30:01	Flower care	19.2	44	94	1397	100
Flora1	C4:7C:8D:64:76:67	2019-10-31 20:40:01	Flower care	19.4	40	37	423	100
Flora2	C4:7C:8D:64:5D:17	2019-10-31 20:40:01	Flower care	19.6	44	35	1378	100
Flora1	C4:7C:8D:64:76:67	2019-10-31 20:50:02	Flower care	20.0	40	81	419	100
Flora2	C4:7C:8D:64:5D:17	2019-10-31 20:50:02	Flower care	20.1	45	73	1376	100
Flora1	C4:7C:8D:64:76:67	2019-10-31 21:00:01	Flower care	20.3	40	17	417	100
Flora2	C4:7C:8D:64:5D:17	2019-10-31 21:00:01	Flower care	20.3	45	76	1381	100
Flora1	C4:7C:8D:64:76:67	2019-10-31 21:10:02	Flower care	19.2	39	37	421	100
Flora2	C4:7C:8D:64:5D:17	2019-10-31 21:10:02	Flower care	19.2	44	17	1406	100
Flora1	C4:7C:8D:64:76:67	2019-10-31 21:20:01	Flower care	19.7	39	99	421	100
Flora2	C4:7C:8D:64:5D:17	2019-10-31 21:20:01	Flower care	19.8	44	73	1392	100
Flora1	C4:7C:8D:64:76:67	2019-10-31 21:30:01	Flower care	20.1	40	17	418	100
Flora2	C4:7C:8D:64:5D:17	2019-10-31 21:30:01	Flower care	20.2	44	42	1373	100
Flora1	C4:7C:8D:64:76:67	2019-10-31 21:40:01	Flower care	19.2	40	37	424	100
Flora2	C4:7C:8D:64:5D:17	2019-10-31 21:40:01	Flower care	19.3	44	37	1413	100
Flora1	C4:7C:8D:64:76:67	2019-10-31 21:50:01	Flower care	19.4	39	79	423	100
Flora2	C4:7C:8D:64:5D:17	2019-10-31 21:50:01	Flower care	19.5	44	58	1408	100
Flora1	C4:7C:8D:64:76:67	2019-10-31 22:00:02	Flower care	19.9	39	35	419	100
Flora2	C4:7C:8D:64:5D:17	2019-10-31 22:00:02	Flower care	20.0	44	99	1378	100
Flora1	C4:7C:8D:64:76:67	2019-10-31 22:10:01	Flower care	20.1	40	3	420	100
Flora2	C4:7C:8D:64:5D:17	2019-10-31 22:10:01	Flower care	20.2	45	1	1383	100
Flora1	C4:7C:8D:64:76:67	2019-10-31 22:20:02	Flower care	19.1	39	97	427	100
Flora2	C4:7C:8D:64:5D:17	2019-10-31 22:20:02	Flower care	19.2	44	58	1415	100
Flora1	C4:7C:8D:64:76:67	2019-10-31 22:30:01	Flower care	19.6	39	21	421	100
Flora2	C4:7C:8D:64:5D:17	2019-10-31 22:30:01	Flower care	19.7	44	94	1403	100
Flora1	C4:7C:8D:64:76:67	2019-10-31 22:40:01	Flower care	20.0	40	37	415	100
Flora2	C4:7C:8D:64:5D:17	2019-10-31 22:40:01	Flower care	20.1	45	19	1394	100
Flora1	C4:7C:8D:64:76:67	2019-10-31 22:50:01	Flower care	20.3	40	99	419	100
Flora2	C4:7C:8D:64:5D:17	2019-10-31 22:50:01	Flower care	20.3	45	73	1408	100
Flora1	C4:7C:8D:64:76:67	2019-10-31 23:00:02	Flower care	19.3	39	21	426	100
Flora2	C4:7C:8D:64:5D:17	2019-10-31 23:00:02	Flower care	19.3	44	94	1422	100
Flora1	C4:7C:8D:64:76:67	2019-10-31 23:10:01	Flower care	19.7	39	37	423	100
Flora2	C4:7C:8D:64:5D:17	2019-10-31 23:10:01	Flower care	19.9	45	35	1408	100
Flora1	C4:7C:8D:64:76:67	2019-10-31 23:20:02	Flower care	20.1	39	78	420	100
Flora2	C4:7C:8D:64:5D:17	2019-10-31 23:20:02	Flower care	20.1	45	73	1413	100
Flora1	C4:7C:8D:64:76:67	2019-10-31 23:30:01	Flower care	19.0	39	39	428	100
Flora2	C4:7C:8D:64:5D:17	2019-10-31 23:30:01	Flower care	19.1	44	97	1437	100
Flora1	C4:7C:8D:64:76:67	2019-10-31 23:40:02	Flower care	19.4	39	37	423	100
Flora2	C4:7C:8D:64:5D:17	2019-10-31 23:40:02	Flower care	19.6	45	55	1425	100
Flora1	C4:7C:8D:64:76:67	2019-10-31 23:50:01	Flower care	19.9	39	78	422	100
Flora2	C4:7C:8D:64:5D:17	2019-10-31 23:50:01	Flower care	20.0	45	73	1424	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 00:00:02	Flower care	20.0	40	0	426	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 00:00:02	Flower care	20.2	45	115	1401	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 00:10:01	Flower care	19.1	39	40	425	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 00:10:01	Flower care	19.3	44	39	1422	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 00:20:01	Flower care	19.5	39	43	428	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 00:20:01	Flower care	19.8	44	73	1439	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 00:30:01	Flower care	20.1	39	35	423	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 00:30:01	Flower care	20.1	45	95	1422	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 00:40:01	Flower care	20.3	40	37	419	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 00:40:01	Flower care	20.4	45	37	1424	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 00:50:02	Flower care	20.5	40	78	423	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 00:50:02	Flower care	20.6	45	55	1419	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 01:00:01	Flower care	20.8	40	943	418	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 01:00:01	Flower care	20.8	45	1035	1424	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 01:10:02	Flower care	22.0	40	1465	412	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 01:10:02	Flower care	22.3	45	1357	1378	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 01:20:01	Flower care	22.0	40	1250	420	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 01:20:01	Flower care	22.7	45	979	1378	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 01:30:01	Flower care	22.1	40	1252	414	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 01:30:01	Flower care	22.4	45	1573	1394	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 01:40:01	Flower care	21.4	40	1103	427	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 01:40:01	Flower care	22.0	45	1361	1413	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 01:50:01	Flower care	21.4	40	1170	419	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 01:50:01	Flower care	21.8	45	1254	1408	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 02:00:01	Flower care	22.3	40	1685	420	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 02:00:01	Flower care	22.5	45	1046	1410	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 02:10:01	Flower care	22.4	40	1607	422	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 02:10:01	Flower care	22.6	45	1201	1415	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 02:20:02	Flower care	21.9	40	1481	428	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 02:20:02	Flower care	22.2	45	1452	1417	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 02:30:01	Flower care	21.3	40	935	436	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 02:30:01	Flower care	22.0	45	1587	1422	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 02:40:01	Flower care	21.4	40	1023	435	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 02:40:01	Flower care	21.9	45	976	1433	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 02:50:01	Flower care	21.9	40	1229	433	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 02:50:01	Flower care	22.3	45	1499	1415	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 03:00:02	Flower care	22.5	40	1237	432	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 03:00:02	Flower care	22.8	45	1112	1410	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 03:10:01	Flower care	22.1	40	1480	435	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 03:10:01	Flower care	22.4	45	928	1438	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 03:20:02	Flower care	21.8	40	1764	440	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 03:20:02	Flower care	22.2	45	1116	1435	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 03:30:01	Flower care	21.3	40	1597	446	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 03:30:01	Flower care	22.0	45	1632	1448	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 03:40:02	Flower care	21.5	40	1406	443	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 03:40:02	Flower care	22.1	45	1250	1437	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 03:50:01	Flower care	21.9	40	1017	440	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 03:50:01	Flower care	22.3	45	950	1440	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 04:00:02	Flower care	22.6	40	1104	436	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 04:00:02	Flower care	22.8	45	1558	1437	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 04:10:01	Flower care	22.4	40	1704	438	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 04:10:01	Flower care	22.6	45	1109	1433	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 04:20:01	Flower care	21.9	40	1642	447	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 04:20:01	Flower care	22.3	45	1087	1459	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 04:30:01	Flower care	21.6	40	1046	449	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 04:30:01	Flower care	22.0	45	1112	1457	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 04:40:01	Flower care	21.4	40	1023	451	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 04:40:01	Flower care	22.0	45	1125	1457	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 04:50:01	Flower care	21.8	40	1448	445	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 04:50:01	Flower care	22.3	45	1117	1459	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 05:00:01	Flower care	22.5	40	1267	442	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 05:00:01	Flower care	22.8	45	1308	1446	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 05:10:01	Flower care	22.5	40	1417	440	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 05:10:01	Flower care	22.6	45	1414	1451	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 05:20:01	Flower care	22.2	40	1092	444	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 05:20:01	Flower care	22.4	45	1483	1456	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 05:30:02	Flower care	21.6	40	1442	452	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 05:30:02	Flower care	22.0	45	1632	1475	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 05:40:01	Flower care	21.4	40	1421	454	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 05:40:01	Flower care	22.0	45	1217	1484	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 05:50:02	Flower care	21.7	40	1666	448	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 05:50:02	Flower care	22.1	45	1437	1482	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 06:00:01	Flower care	22.5	40	943	440	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 06:00:01	Flower care	22.7	45	1171	1466	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 06:10:02	Flower care	22.6	40	975	441	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 06:10:02	Flower care	22.8	45	1566	1463	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 06:20:01	Flower care	22.2	40	1750	442	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 06:20:01	Flower care	22.4	45	1437	1474	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 06:30:01	Flower care	21.8	40	1002	445	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 06:30:01	Flower care	22.2	45	1250	1488	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 06:40:01	Flower care	21.6	40	1034	447	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 06:40:01	Flower care	22.0	45	1338	1493	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 06:50:01	Flower care	21.5	40	1199	450	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 06:50:01	Flower care	22.0	45	1117	1493	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 07:00:02	Flower care	21.9	40	1140	452	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 07:00:02	Flower care	22.4	45	1201	1491	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 07:10:01	Flower care	22.6	40	1284	439	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 07:10:01	Flower care	22.8	45	1277	1473	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 07:20:01	Flower care	22.4	40	1404	441	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 07:20:01	Flower care	22.7	45	1254	1475	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 07:30:01	Flower care	21.8	40	1214	451	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 07:30:01	Flower care	22.3	45	1201	1486	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 07:40:01	Flower care	21.7	40	1299	443	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 07:40:01	Flower care	22.0	45	1113	1493	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 07:50:01	Flower care	21.5	40	1080	450	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 07:50:01	Flower care	21.9	45	1503	1504	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 08:00:01	Flower care	21.7	40	1237	446	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 08:00:01	Flower care	22.0	45	1511	1511	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 08:10:01	Flower care	22.3	40	1229	442	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 08:10:01	Flower care	22.5	45	1581	1480	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 08:20:01	Flower care	22.6	40	1151	439	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 08:20:01	Flower care	22.8	45	1052	1481	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 08:30:01	Flower care	22.4	40	1252	438	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 08:30:01	Flower care	22.5	45	1434	1498	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 08:40:01	Flower care	21.8	40	1096	442	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 08:40:01	Flower care	22.2	45	1277	1496	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 08:50:01	Flower care	21.7	40	1181	443	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 08:50:01	Flower care	22.2	45	1147	1496	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 09:00:01	Flower care	21.6	40	1193	442	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 09:00:01	Flower care	22.0	45	1461	1511	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 09:10:01	Flower care	21.7	40	1170	443	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 09:10:01	Flower care	22.0	45	945	1511	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 09:20:01	Flower care	22.3	40	1314	439	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 09:20:01	Flower care	22.6	45	1586	1486	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 09:30:01	Flower care	22.6	40	1658	434	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 09:30:01	Flower care	22.8	45	1232	1499	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 09:40:01	Flower care	22.3	40	1620	439	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 09:40:01	Flower care	22.4	45	1475	1510	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 09:50:01	Flower care	21.9	40	1666	440	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 09:50:01	Flower care	22.2	45	1132	1515	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 10:00:01	Flower care	21.6	40	1031	439	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 10:00:01	Flower care	22.0	45	1143	1520	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 10:10:01	Flower care	21.4	40	1465	443	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 10:10:01	Flower care	22.0	45	1394	1511	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 10:20:01	Flower care	21.9	40	1722	440	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 10:20:01	Flower care	22.2	45	976	1506	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 10:30:02	Flower care	22.5	40	1061	435	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 10:30:02	Flower care	22.6	45	1656	1522	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 10:40:01	Flower care	22.5	40	1019	435	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 10:40:01	Flower care	22.7	45	1350	1502	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 10:50:01	Flower care	22.2	40	1284	437	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 10:50:01	Flower care	22.4	45	1633	1510	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 11:00:01	Flower care	21.5	40	1583	443	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 11:00:01	Flower care	22.0	45	1108	1529	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 11:10:01	Flower care	21.6	40	1593	442	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 11:10:01	Flower care	22.0	45	1246	1538	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 11:20:02	Flower care	21.6	40	1596	439	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 11:20:02	Flower care	22.1	45	1010	1508	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 11:30:01	Flower care	22.1	40	1672	438	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 11:30:01	Flower care	22.5	45	1062	1515	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 11:40:02	Flower care	22.6	40	1662	431	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 11:40:02	Flower care	22.8	45	1460	1517	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 11:50:01	Flower care	22.3	40	1080	433	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 11:50:01	Flower care	22.6	45	1464	1513	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 12:00:02	Flower care	22.0	40	1046	436	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 12:00:02	Flower care	22.3	45	1154	1530	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 12:10:01	Flower care	21.8	40	1495	437	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 12:10:01	Flower care	22.1	45	1109	1526	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 12:20:01	Flower care	21.6	40	1077	436	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 12:20:01	Flower care	22.0	45	1190	1520	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 12:30:01	Flower care	21.7	40	1076	433	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 12:30:01	Flower care	22.1	45	1308	1526	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 12:40:01	Flower care	22.3	40	1078	428	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 12:40:01	Flower care	22.5	45	1429	1525	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 12:50:01	Flower care	22.6	40	1121	428	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 12:50:01	Flower care	22.8	45	1614	1507	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 13:00:01	Flower care	22.4	40	1515	430	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 13:00:01	Flower care	22.6	45	1201	1522	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 13:10:01	Flower care	22.1	40	1520	427	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 13:10:01	Flower care	22.3	45	1591	1530	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 13:20:01	Flower care	21.5	40	1199	431	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 13:20:01	Flower care	22.0	45	1101	1547	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 13:30:02	Flower care	21.5	40	1119	431	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 13:30:02	Flower care	21.9	45	1476	1550	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 13:40:01	Flower care	22.2	40	1138	426	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 13:40:01	Flower care	22.3	45	1213	1539	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 13:50:02	Flower care	22.6	40	1254	426	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 13:50:02	Flower care	22.7	45	1022	1519	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 14:00:01	Flower care	22.6	40	1727	423	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 14:00:01	Flower care	22.7	45	1185	1537	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 14:10:02	Flower care	22.1	40	1750	425	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 14:10:02	Flower care	22.3	45	1327	1539	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 14:20:01	Flower care	21.8	40	1736	427	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 14:20:01	Flower care	22.1	45	1068	1545	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 14:30:02	Flower care	21.2	40	1111	436	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 14:30:02	Flower care	22.0	45	1389	1556	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 14:40:01	Flower care	21.7	40	1597	428	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 14:40:01	Flower care	22.0	45	1064	1556	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 14:50:01	Flower care	22.2	40	1708	424	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 14:50:01	Flower care	22.5	45	1250	1542	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 15:00:01	Flower care	22.6	40	1718	421	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 15:00:01	Flower care	22.8	45	1612	1543	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 15:10:01	Flower care	22.5	40	1240	419	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 15:10:01	Flower care	22.6	45	1671	1539	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 15:20:01	Flower care	22.2	40	1448	421	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 15:20:01	Flower care	22.4	45	1209	1554	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 15:30:01	Flower care	21.7	40	1046	424	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 15:30:01	Flower care	22.0	45	1562	1565	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 15:40:01	Flower care	21.5	40	1229	424	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 15:40:01	Flower care	22.0	45	1566	1565	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 15:50:01	Flower care	21.6	40	1258	425	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 15:50:01	Flower care	22.1	45	1600	1553	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 16:00:01	Flower care	22.1	40	1648	416	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 16:00:01	Flower care	22.5	45	1108	1551	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 16:10:01	Flower care	22.6	40	1108	413	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 16:10:01	Flower care	22.8	45	1125	1534	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 16:20:02	Flower care	22.5	40	1393	413	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 16:20:02	Flower care	22.6	45	1265	1549	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 16:30:01	Flower care	21.9	39	39	418	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 16:30:01	Flower care	22.0	45	40	1565	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 16:40:02	Flower care	19.5	39	22	433	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 16:40:02	Flower care	19.6	45	34	1630	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 16:50:01	Flower care	20.5	39	81	423	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 16:50:01	Flower care	20.3	45	73	1611	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 17:00:01	Flower care	19.4	39	21	428	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 17:00:01	Flower care	19.3	45	79	1647	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 17:10:01	Flower care	20.2	39	37	419	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 17:10:01	Flower care	20.0	45	55	1619	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 17:20:01	Flower care	19.4	39	78	423	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 17:20:01	Flower care	19.3	45	55	1629	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 17:30:01	Flower care	19.7	38	0	418	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 17:30:01	Flower care	19.7	45	76	1618	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 17:40:01	Flower care	20.4	38	37	411	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 17:40:01	Flower care	20.2	45	35	1604	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 17:50:01	Flower care	19.3	38	63	413	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 17:50:01	Flower care	19.2	45	76	1641	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 18:00:01	Flower care	20.0	38	21	408	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 18:00:01	Flower care	19.8	45	99	1615	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 18:10:01	Flower care	20.4	38	37	402	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 18:10:01	Flower care	20.2	45	52	1614	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 18:20:01	Flower care	19.5	38	81	408	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 18:20:01	Flower care	19.4	45	55	1626	100
Flora1	C4:7C:8D:64:76:67	2019-11-01 18:30:01	Flower care	20.0	38	0	403	100
Flora2	C4:7C:8D:64:5D:17	2019-11-01 18:30:01	Flower care	20.0	45	115	1601	100
