Flora	Mac	Time	Name	Temp	moisture	light	conductivity	battery
In	C4:7C:8D:64:76:67	2019-09-05 00:50:02	Flower care	25.2	11	34	0	62
Out	C4:7C:8D:64:5D:17	2019-09-05 00:50:08	Flower care	27.5	6	58	0	100
In	C4:7C:8D:64:76:67	2019-09-05 01:00:02	Flower care	25.0	11	50	0	61
Out	C4:7C:8D:64:5D:17	2019-09-05 01:00:04	Flower care	25.9	6	118	0	100
In	C4:7C:8D:64:76:67	2019-09-05 01:10:02	Flower care	24.9	11	32	0	61
Out	C4:7C:8D:64:5D:17	2019-09-05 01:10:05	Flower care	25.7	6	94	0	100
In	C4:7C:8D:64:76:67	2019-09-05 01:20:02	Flower care	24.7	11	53	0	61
Out	C4:7C:8D:64:5D:17	2019-09-05 01:20:06	Flower care	25.5	6	115	0	100
In	C4:7C:8D:64:76:67	2019-09-05 01:30:02	Flower care	24.6	11	34	0	61
Out	C4:7C:8D:64:5D:17	2019-09-05 01:30:03	Flower care	25.4	6	90	0	100
In	C4:7C:8D:64:76:67	2019-09-05 01:40:02	Flower care	24.4	11	53	0	60
Out	C4:7C:8D:64:5D:17	2019-09-05 01:40:06	Flower care	25.3	6	115	0	100
In	C4:7C:8D:64:76:67	2019-09-05 01:50:02	Flower care	24.4	11	34	0	60
Out	C4:7C:8D:64:5D:17	2019-09-05 01:50:04	Flower care	25.3	7	55	0	100
In	C4:7C:8D:64:76:67	2019-09-05 02:00:02	Flower care	24.3	11	30	0	61
Out	C4:7C:8D:64:5D:17	2019-09-05 02:00:05	Flower care	25.2	6	132	0	100
In	C4:7C:8D:64:76:67	2019-09-05 02:10:02	Flower care	23.9	11	29	0	60
Out	C4:7C:8D:64:5D:17	2019-09-05 02:10:04	Flower care	24.8	6	21	0	100
In	C4:7C:8D:64:76:67	2019-09-05 02:20:02	Flower care	23.7	11	55	0	58
Out	C4:7C:8D:64:5D:17	2019-09-05 02:20:07	Flower care	24.5	6	115	0	100
In	C4:7C:8D:64:76:67	2019-09-05 02:30:02	Flower care	23.6	11	34	0	58
Out	C4:7C:8D:64:5D:17	2019-09-05 02:30:07	Flower care	24.4	6	78	0	100
In	C4:7C:8D:64:76:67	2019-09-05 02:40:02	Flower care	23.5	11	50	0	58
Out	C4:7C:8D:64:5D:17	2019-09-05 02:40:05	Flower care	24.3	6	117	0	100
In	C4:7C:8D:64:76:67	2019-09-05 02:50:02	Flower care	23.3	11	50	0	58
Out	C4:7C:8D:64:5D:17	2019-09-05 02:50:05	Flower care	24.0	6	55	0	100
In	C4:7C:8D:64:76:67	2019-09-05 03:00:02	Flower care	23.1	11	0	0	58
Out	C4:7C:8D:64:5D:17	2019-09-05 03:00:06	Flower care	24.0	6	97	0	100
In	C4:7C:8D:64:76:67	2019-09-05 03:10:01	Flower care	23.3	11	30	0	58
Out	C4:7C:8D:64:5D:17	2019-09-05 03:10:04	Flower care	24.0	6	76	0	100
In	C4:7C:8D:64:76:67	2019-09-05 03:20:02	Flower care	23.2	11	55	0	58
Out	C4:7C:8D:64:5D:17	2019-09-05 03:20:04	Flower care	24.0	6	117	0	100
In	C4:7C:8D:64:76:67	2019-09-05 03:30:02	Flower care	23.2	11	30	0	58
Out	C4:7C:8D:64:5D:17	2019-09-05 03:30:04	Flower care	24.0	6	56	0	100
In	C4:7C:8D:64:76:67	2019-09-05 03:40:02	Flower care	23.2	11	55	0	58
Out	C4:7C:8D:64:5D:17	2019-09-05 03:40:04	Flower care	24.0	6	97	0	100
In	C4:7C:8D:64:76:67	2019-09-05 03:50:02	Flower care	23.3	11	30	0	58
Out	C4:7C:8D:64:5D:17	2019-09-05 03:50:19	Flower care	24.0	6	9	0	100
In	C4:7C:8D:64:76:67	2019-09-05 04:00:02	Flower care	23.1	11	34	0	58
Out	C4:7C:8D:64:5D:17	2019-09-05 04:00:05	Flower care	23.9	6	118	0	100
In	C4:7C:8D:64:76:67	2019-09-05 04:10:02	Flower care	22.9	11	14	0	57
Out	C4:7C:8D:64:5D:17	2019-09-05 04:10:04	Flower care	23.6	6	60	0	100
In	C4:7C:8D:64:76:67	2019-09-05 04:20:02	Flower care	22.7	11	55	0	58
Out	C4:7C:8D:64:5D:17	2019-09-05 04:20:05	Flower care	23.4	6	100	0	100
In	C4:7C:8D:64:76:67	2019-09-05 04:30:02	Flower care	22.7	11	50	0	57
Out	C4:7C:8D:64:5D:17	2019-09-05 04:30:06	Flower care	23.2	6	9	0	100
In	C4:7C:8D:64:76:67	2019-09-05 04:40:02	Flower care	22.6	11	55	0	58
Out	C4:7C:8D:64:5D:17	2019-09-05 04:40:06	Flower care	23.3	6	100	0	100
In	C4:7C:8D:64:76:67	2019-09-05 04:50:02	Flower care	22.7	11	30	0	57
Out	C4:7C:8D:64:5D:17	2019-09-05 04:50:04	Flower care	23.4	6	24	0	100
In	C4:7C:8D:64:76:67	2019-09-05 05:00:02	Flower care	22.9	11	55	0	58
Out	C4:7C:8D:64:5D:17	2019-09-05 05:00:06	Flower care	23.6	6	97	0	100
In	C4:7C:8D:64:76:67	2019-09-05 05:10:02	Flower care	22.8	11	30	0	57
Out	C4:7C:8D:64:5D:17	2019-09-05 05:10:06	Flower care	23.5	6	81	0	100
In	C4:7C:8D:64:76:67	2019-09-05 05:20:02	Flower care	22.6	11	55	0	58
Out	C4:7C:8D:64:5D:17	2019-09-05 05:20:05	Flower care	23.1	6	82	0	100
In	C4:7C:8D:64:76:67	2019-09-05 05:30:02	Flower care	22.5	11	30	0	57
Out	C4:7C:8D:64:5D:17	2019-09-05 05:30:06	Flower care	23.2	6	8	0	100
In	C4:7C:8D:64:76:67	2019-09-05 05:40:01	Flower care	22.5	11	52	0	57
Out	C4:7C:8D:64:5D:17	2019-09-05 05:40:16	Flower care	23.3	6	117	0	100
In	C4:7C:8D:64:76:67	2019-09-05 05:50:01	Flower care	22.5	11	113	0	56
Out	C4:7C:8D:64:5D:17	2019-09-05 05:50:04	Flower care	23.1	6	110	0	100
In	C4:7C:8D:64:76:67	2019-09-05 06:00:01	Flower care	22.5	11	299	0	57
Out	C4:7C:8D:64:5D:17	2019-09-05 06:00:05	Flower care	23.1	6	277	0	100
In	C4:7C:8D:64:76:67	2019-09-05 06:10:02	Flower care	22.5	11	451	0	56
Out	C4:7C:8D:64:5D:17	2019-09-05 06:10:04	Flower care	23.2	7	334	0	100
In	C4:7C:8D:64:76:67	2019-09-05 06:20:02	Flower care	23.2	11	537	0	58
Out	C4:7C:8D:64:5D:17	2019-09-05 06:20:06	Flower care	23.5	6	475	0	100
In	C4:7C:8D:64:76:67	2019-09-05 06:30:02	Flower care	23.0	11	632	0	58
Out	C4:7C:8D:64:5D:17	2019-09-05 06:30:05	Flower care	23.5	7	517	0	100
In	C4:7C:8D:64:76:67	2019-09-05 06:40:02	Flower care	23.0	11	833	0	58
Out	C4:7C:8D:64:5D:17	2019-09-05 06:40:05	Flower care	23.5	7	709	0	100
In	C4:7C:8D:64:76:67	2019-09-05 06:50:01	Flower care	23.0	11	1112	0	58
Out	C4:7C:8D:64:5D:17	2019-09-05 06:50:04	Flower care	23.6	7	842	0	100
In	C4:7C:8D:64:76:67	2019-09-05 07:00:01	Flower care	23.3	11	1211	0	58
Out	C4:7C:8D:64:5D:17	2019-09-05 07:00:09	Flower care	24.1	7	983	0	100
In	C4:7C:8D:64:76:67	2019-09-05 07:10:01	Flower care	23.5	11	1207	0	58
Out	C4:7C:8D:64:5D:17	2019-09-05 07:10:07	Flower care	24.1	7	958	0	100
In	C4:7C:8D:64:76:67	2019-09-05 07:20:02	Flower care	23.5	11	1327	0	58
Out	C4:7C:8D:64:5D:17	2019-09-05 07:20:06	Flower care	24.0	7	1135	0	100
In	C4:7C:8D:64:76:67	2019-09-05 07:30:02	Flower care	23.3	11	1416	0	58
Out	C4:7C:8D:64:5D:17	2019-09-05 07:30:06	Flower care	23.8	7	1159	0	100
In	C4:7C:8D:64:76:67	2019-09-05 07:40:02	Flower care	23.4	11	1507	0	58
Out	C4:7C:8D:64:5D:17	2019-09-05 07:40:05	Flower care	24.0	7	1273	0	100
In	C4:7C:8D:64:76:67	2019-09-05 07:50:01	Flower care	23.7	11	1600	0	58
Out	C4:7C:8D:64:5D:17	2019-09-05 07:50:03	Flower care	24.2	7	1230	0	100
In	C4:7C:8D:64:76:67	2019-09-05 08:00:02	Flower care	23.7	11	1760	0	58
Out	C4:7C:8D:64:5D:17	2019-09-05 08:00:04	Flower care	24.2	7	1448	0	100
In	C4:7C:8D:64:76:67	2019-09-05 08:10:02	Flower care	24.0	11	1903	0	60
Out	C4:7C:8D:64:5D:17	2019-09-05 08:10:05	Flower care	24.4	7	1526	0	100
In	C4:7C:8D:64:76:67	2019-09-05 08:20:01	Flower care	24.1	11	1739	0	60
Out	C4:7C:8D:64:5D:17	2019-09-05 08:20:04	Flower care	24.6	7	1393	0	100
In	C4:7C:8D:64:76:67	2019-09-05 08:30:02	Flower care	24.1	11	1787	0	60
Out	C4:7C:8D:64:5D:17	2019-09-05 08:30:06	Flower care	24.9	7	1382	0	100
In	C4:7C:8D:64:76:67	2019-09-05 08:40:02	Flower care	24.5	11	1694	0	60
Out	C4:7C:8D:64:5D:17	2019-09-05 08:40:04	Flower care	25.1	7	1361	0	100
In	C4:7C:8D:64:76:67	2019-09-05 08:50:02	Flower care	24.6	11	1547	0	60
Out	C4:7C:8D:64:5D:17	2019-09-05 08:50:05	Flower care	25.1	7	1172	0	100
In	C4:7C:8D:64:76:67	2019-09-05 09:00:02	Flower care	24.3	11	1578	0	60
Out	C4:7C:8D:64:5D:17	2019-09-05 09:00:12	Flower care	25.0	7	1245	0	100
In	C4:7C:8D:64:76:67	2019-09-05 09:10:02	Flower care	24.4	11	2089	0	60
Out	C4:7C:8D:64:5D:17	2019-09-05 09:10:04	Flower care	25.0	7	1638	0	100
In	C4:7C:8D:64:76:67	2019-09-05 09:20:01	Flower care	25.0	11	2995	0	61
Out	C4:7C:8D:64:5D:17	2019-09-05 09:20:04	Flower care	25.6	7	2382	0	100
In	C4:7C:8D:64:76:67	2019-09-05 09:30:02	Flower care	25.6	12	3229	0	61
Out	C4:7C:8D:64:5D:17	2019-09-05 09:30:05	Flower care	26.2	7	2594	0	100
In	C4:7C:8D:64:76:67	2019-09-05 09:40:02	Flower care	26.6	12	3445	0	62
Out	C4:7C:8D:64:5D:17	2019-09-05 09:40:04	Flower care	27.0	7	2865	0	100
In	C4:7C:8D:64:76:67	2019-09-05 09:50:02	Flower care	27.0	12	3486	0	62
Out	C4:7C:8D:64:5D:17	2019-09-05 09:50:18	Flower care	27.5	7	2856	0	100
In	C4:7C:8D:64:76:67	2019-09-05 10:00:02	Flower care	27.2	12	3538	0	62
Out	C4:7C:8D:64:5D:17	2019-09-05 10:00:04	Flower care	27.9	7	3009	0	100
In	C4:7C:8D:64:76:67	2019-09-05 10:10:01	Flower care	27.9	12	3458	0	63
Out	C4:7C:8D:64:5D:17	2019-09-05 10:10:04	Flower care	28.4	8	2855	0	100
In	C4:7C:8D:64:76:67	2019-09-05 10:20:01	Flower care	28.3	12	3396	0	63
Out	C4:7C:8D:64:5D:17	2019-09-05 10:20:05	Flower care	28.8	8	2849	0	100
In	C4:7C:8D:64:76:67	2019-09-05 10:30:02	Flower care	28.4	12	3240	0	64
Out	C4:7C:8D:64:5D:17	2019-09-05 10:30:05	Flower care	29.1	8	2642	0	100
In	C4:7C:8D:64:76:67	2019-09-05 10:40:02	Flower care	28.6	13	3162	0	63
Out	C4:7C:8D:64:5D:17	2019-09-05 10:40:05	Flower care	29.0	8	2693	0	100
In	C4:7C:8D:64:76:67	2019-09-05 10:50:01	Flower care	29.2	13	3033	0	64
Out	C4:7C:8D:64:5D:17	2019-09-05 10:50:05	Flower care	29.6	8	2542	0	100
In	C4:7C:8D:64:76:67	2019-09-05 11:00:02	Flower care	28.9	13	2930	0	64
Out	C4:7C:8D:64:5D:17	2019-09-05 11:00:06	Flower care	29.6	8	2485	0	100
In	C4:7C:8D:64:76:67	2019-09-05 11:10:02	Flower care	29.4	13	2938	0	64
Out	C4:7C:8D:64:5D:17	2019-09-05 11:10:05	Flower care	30.0	8	2491	0	100
In	C4:7C:8D:64:76:67	2019-09-05 11:20:02	Flower care	29.8	13	2977	0	64
Out	C4:7C:8D:64:5D:17	2019-09-05 11:20:05	Flower care	30.5	8	2566	0	100
In	C4:7C:8D:64:76:67	2019-09-05 11:30:02	Flower care	30.1	13	2954	0	64
Out	C4:7C:8D:64:5D:17	2019-09-05 11:30:07	Flower care	30.8	8	2439	0	100
In	C4:7C:8D:64:76:67	2019-09-05 11:40:02	Flower care	30.3	13	2970	0	64
Out	C4:7C:8D:64:5D:17	2019-09-05 11:40:06	Flower care	31.0	8	2485	0	100
In	C4:7C:8D:64:76:67	2019-09-05 11:50:02	Flower care	30.5	13	2808	0	66
Out	C4:7C:8D:64:5D:17	2019-09-05 11:50:05	Flower care	31.1	8	2288	0	100
In	C4:7C:8D:64:76:67	2019-09-05 12:00:02	Flower care	30.5	13	3002	0	64
Out	C4:7C:8D:64:5D:17	2019-09-05 12:00:04	Flower care	31.0	8	2517	0	100
In	C4:7C:8D:64:76:67	2019-09-05 12:10:02	Flower care	30.8	13	3141	0	64
Out	C4:7C:8D:64:5D:17	2019-09-05 12:10:05	Flower care	31.3	8	2595	0	100
In	C4:7C:8D:64:76:67	2019-09-05 12:20:02	Flower care	31.0	13	3110	0	66
Out	C4:7C:8D:64:5D:17	2019-09-05 12:20:06	Flower care	31.5	8	2593	0	100
In	C4:7C:8D:64:76:67	2019-09-05 12:30:02	Flower care	31.1	13	3110	0	66
Out	C4:7C:8D:64:5D:17	2019-09-05 12:30:06	Flower care	31.6	8	2609	0	100
In	C4:7C:8D:64:76:67	2019-09-05 12:40:02	Flower care	31.2	13	3171	0	66
Out	C4:7C:8D:64:5D:17	2019-09-05 12:40:04	Flower care	31.7	8	2689	0	100
In	C4:7C:8D:64:76:67	2019-09-05 12:50:02	Flower care	31.4	13	3153	0	66
Out	C4:7C:8D:64:5D:17	2019-09-05 12:50:22	Flower care	32.0	8	2631	0	100
In	C4:7C:8D:64:76:67	2019-09-05 13:00:02	Flower care	31.6	13	3218	0	66
Out	C4:7C:8D:64:5D:17	2019-09-05 13:00:05	Flower care	32.1	8	2722	0	100
In	C4:7C:8D:64:76:67	2019-09-05 13:10:02	Flower care	31.6	13	3200	0	66
Out	C4:7C:8D:64:5D:17	2019-09-05 13:10:06	Flower care	32.0	8	2716	0	100
In	C4:7C:8D:64:76:67	2019-09-05 13:20:02	Flower care	31.8	13	3115	0	67
Out	C4:7C:8D:64:5D:17	2019-09-05 13:20:11	Flower care	32.2	8	2661	0	100
In	C4:7C:8D:64:76:67	2019-09-05 13:30:02	Flower care	31.6	13	2962	0	66
Out	C4:7C:8D:64:5D:17	2019-09-05 13:30:04	Flower care	32.1	8	2569	0	100
In	C4:7C:8D:64:76:67	2019-09-05 13:40:02	Flower care	31.5	13	2873	0	66
Out	C4:7C:8D:64:5D:17	2019-09-05 13:40:06	Flower care	32.1	8	2531	0	100
In	C4:7C:8D:64:76:67	2019-09-05 13:50:02	Flower care	31.7	13	2838	0	66
Out	C4:7C:8D:64:5D:17	2019-09-05 13:50:04	Flower care	32.2	8	2439	0	100
In	C4:7C:8D:64:76:67	2019-09-05 14:00:02	Flower care	31.6	13	2873	0	66
Out	C4:7C:8D:64:5D:17	2019-09-05 14:00:05	Flower care	32.2	8	2545	0	100
In	C4:7C:8D:64:76:67	2019-09-05 14:10:02	Flower care	31.7	13	2855	0	66
Out	C4:7C:8D:64:5D:17	2019-09-05 14:10:04	Flower care	32.2	8	2445	0	100
In	C4:7C:8D:64:76:67	2019-09-05 14:20:02	Flower care	31.8	13	2906	0	66
Out	C4:7C:8D:64:5D:17	2019-09-05 14:20:04	Flower care	32.3	8	2571	0	100
In	C4:7C:8D:64:76:67	2019-09-05 14:30:02	Flower care	31.8	13	2824	0	67
Out	C4:7C:8D:64:5D:17	2019-09-05 14:30:05	Flower care	32.3	8	2431	0	100
In	C4:7C:8D:64:76:67	2019-09-05 14:40:02	Flower care	31.8	13	2808	0	66
Out	C4:7C:8D:64:5D:17	2019-09-05 14:40:18	Flower care	32.4	8	2482	0	100
In	C4:7C:8D:64:76:67	2019-09-05 14:50:02	Flower care	31.8	13	2676	0	67
Out	C4:7C:8D:64:5D:17	2019-09-05 14:50:04	Flower care	32.3	8	2314	0	100
In	C4:7C:8D:64:76:67	2019-09-05 15:00:02	Flower care	31.8	13	2576	0	66
Out	C4:7C:8D:64:5D:17	2019-09-05 15:00:04	Flower care	32.4	8	2242	0	100
In	C4:7C:8D:64:76:67	2019-09-05 15:10:02	Flower care	31.7	13	2513	0	67
Out	C4:7C:8D:64:5D:17	2019-09-05 15:10:04	Flower care	32.2	8	2148	0	100
In	C4:7C:8D:64:76:67	2019-09-05 15:20:02	Flower care	31.8	13	2419	0	66
Out	C4:7C:8D:64:5D:17	2019-09-05 15:20:07	Flower care	32.4	8	2121	0	100
In	C4:7C:8D:64:76:67	2019-09-05 15:30:02	Flower care	31.7	13	2304	0	66
Out	C4:7C:8D:64:5D:17	2019-09-05 15:30:05	Flower care	32.3	8	1956	0	100
In	C4:7C:8D:64:76:67	2019-09-05 15:40:02	Flower care	31.5	13	2371	0	67
Out	C4:7C:8D:64:5D:17	2019-09-05 15:40:05	Flower care	32.1	8	2075	0	100
In	C4:7C:8D:64:76:67	2019-09-05 15:50:02	Flower care	31.6	13	2271	0	66
Out	C4:7C:8D:64:5D:17	2019-09-05 15:50:05	Flower care	32.2	8	1965	0	100
In	C4:7C:8D:64:76:67	2019-09-05 16:00:02	Flower care	31.5	13	2241	0	66
Out	C4:7C:8D:64:5D:17	2019-09-05 16:00:08	Flower care	32.0	8	1980	0	100
In	C4:7C:8D:64:76:67	2019-09-05 16:10:02	Flower care	31.4	13	2191	0	67
Out	C4:7C:8D:64:5D:17	2019-09-05 16:10:08	Flower care	32.0	8	1876	0	100
In	C4:7C:8D:64:76:67	2019-09-05 16:20:02	Flower care	31.4	13	2142	0	66
Out	C4:7C:8D:64:5D:17	2019-09-05 16:20:06	Flower care	32.0	8	1896	0	100
In	C4:7C:8D:64:76:67	2019-09-05 16:30:02	Flower care	31.4	13	2093	0	66
Out	C4:7C:8D:64:5D:17	2019-09-05 16:30:05	Flower care	32.1	8	1823	0	100
In	C4:7C:8D:64:76:67	2019-09-05 16:40:02	Flower care	31.2	13	2002	0	66
Out	C4:7C:8D:64:5D:17	2019-09-05 16:40:04	Flower care	31.8	8	1756	0	100
In	C4:7C:8D:64:76:67	2019-09-05 16:50:02	Flower care	31.1	13	1907	0	66
Out	C4:7C:8D:64:5D:17	2019-09-05 16:50:06	Flower care	31.5	8	1629	0	100
In	C4:7C:8D:64:76:67	2019-09-05 17:00:02	Flower care	31.0	13	1810	0	66
Out	C4:7C:8D:64:5D:17	2019-09-05 17:00:04	Flower care	31.5	8	1605	0	100
In	C4:7C:8D:64:76:67	2019-09-05 17:10:02	Flower care	30.7	13	1699	0	66
Out	C4:7C:8D:64:5D:17	2019-09-05 17:10:07	Flower care	31.2	8	1460	0	100
In	C4:7C:8D:64:76:67	2019-09-05 17:20:02	Flower care	30.7	13	1606	0	66
Out	C4:7C:8D:64:5D:17	2019-09-05 17:20:08	Flower care	31.2	8	1433	0	100
In	C4:7C:8D:64:76:67	2019-09-05 17:30:02	Flower care	30.4	13	1444	0	66
Out	C4:7C:8D:64:5D:17	2019-09-05 17:30:05	Flower care	31.0	8	1220	0	100
In	C4:7C:8D:64:76:67	2019-09-05 17:40:02	Flower care	30.1	13	1297	0	64
Out	C4:7C:8D:64:5D:17	2019-09-05 17:40:04	Flower care	30.7	7	1143	0	100
In	C4:7C:8D:64:76:67	2019-09-05 17:50:02	Flower care	29.8	13	1069	0	64
Out	C4:7C:8D:64:5D:17	2019-09-05 17:50:04	Flower care	30.6	7	917	0	100
In	C4:7C:8D:64:76:67	2019-09-05 18:00:02	Flower care	29.6	12	860	0	64
Out	C4:7C:8D:64:5D:17	2019-09-05 18:00:04	Flower care	30.2	8	795	0	100
In	C4:7C:8D:64:76:67	2019-09-05 18:10:02	Flower care	29.4	13	628	0	64
Out	C4:7C:8D:64:5D:17	2019-09-05 18:10:08	Flower care	30.0	7	557	0	100
In	C4:7C:8D:64:76:67	2019-09-05 18:20:02	Flower care	29.1	12	450	0	64
Out	C4:7C:8D:64:5D:17	2019-09-05 18:20:05	Flower care	29.7	7	399	0	100
In	C4:7C:8D:64:76:67	2019-09-05 18:30:01	Flower care	28.8	12	226	0	64
Out	C4:7C:8D:64:5D:17	2019-09-05 18:30:20	Flower care	29.3	7	206	0	100
In	C4:7C:8D:64:76:67	2019-09-05 18:40:01	Flower care	28.6	12	147	0	64
Out	C4:7C:8D:64:5D:17	2019-09-05 18:40:09	Flower care	29.2	7	163	0	100
In	C4:7C:8D:64:76:67	2019-09-05 18:50:02	Flower care	28.4	12	50	0	64
Out	C4:7C:8D:64:5D:17	2019-09-05 18:50:18	Flower care	28.7	7	43	0	100
In	C4:7C:8D:64:76:67	2019-09-05 19:00:02	Flower care	28.1	12	32	0	64
Out	C4:7C:8D:64:5D:17	2019-09-05 19:00:06	Flower care	28.7	7	81	0	100
In	C4:7C:8D:64:76:67	2019-09-05 19:10:02	Flower care	28.1	12	34	0	64
Out	C4:7C:8D:64:5D:17	2019-09-05 19:10:07	Flower care	28.6	7	43	0	100
In	C4:7C:8D:64:76:67	2019-09-05 19:20:02	Flower care	27.8	12	29	0	63
Out	C4:7C:8D:64:5D:17	2019-09-05 19:20:06	Flower care	28.3	7	82	0	100
In	C4:7C:8D:64:76:67	2019-09-05 19:30:02	Flower care	27.7	12	14	0	63
Out	C4:7C:8D:64:5D:17	2019-09-05 19:30:07	Flower care	28.3	7	45	0	100
In	C4:7C:8D:64:76:67	2019-09-05 19:40:02	Flower care	27.4	12	13	0	63
Out	C4:7C:8D:64:5D:17	2019-09-05 19:40:06	Flower care	28.2	7	86	0	100
In	C4:7C:8D:64:76:67	2019-09-05 19:50:02	Flower care	27.6	12	30	0	63
Out	C4:7C:8D:64:5D:17	2019-09-05 19:50:05	Flower care	28.1	7	27	0	100
In	C4:7C:8D:64:76:67	2019-09-05 20:00:02	Flower care	27.5	12	52	0	63
Out	C4:7C:8D:64:5D:17	2019-09-05 20:00:06	Flower care	28.0	7	84	0	100
In	C4:7C:8D:64:76:67	2019-09-05 20:10:02	Flower care	27.4	12	34	0	63
Out	C4:7C:8D:64:5D:17	2019-09-05 20:10:07	Flower care	27.9	7	14	0	100
In	C4:7C:8D:64:76:67	2019-09-05 20:20:02	Flower care	27.3	12	52	0	63
Out	C4:7C:8D:64:5D:17	2019-09-05 20:20:09	Flower care	27.9	7	86	0	100
In	C4:7C:8D:64:76:67	2019-09-05 20:30:02	Flower care	27.3	12	34	0	62
Out	C4:7C:8D:64:5D:17	2019-09-05 20:30:05	Flower care	27.7	7	27	0	100
In	C4:7C:8D:64:76:67	2019-09-05 20:40:02	Flower care	27.0	11	29	0	62
Out	C4:7C:8D:64:5D:17	2019-09-05 20:40:06	Flower care	27.6	7	68	0	100
In	C4:7C:8D:64:76:67	2019-09-05 20:50:01	Flower care	26.8	11	0	0	62
Out	C4:7C:8D:64:5D:17	2019-09-05 20:50:04	Flower care	27.5	7	45	0	100
In	C4:7C:8D:64:76:67	2019-09-05 21:00:01	Flower care	26.6	11	29	0	62
Out	C4:7C:8D:64:5D:17	2019-09-05 21:00:05	Flower care	27.3	7	87	0	100
In	C4:7C:8D:64:76:67	2019-09-05 21:10:02	Flower care	26.4	11	9	0	63
Out	C4:7C:8D:64:5D:17	2019-09-05 21:10:08	Flower care	27.1	8	14	0	100
In	C4:7C:8D:64:76:67	2019-09-05 21:20:02	Flower care	26.4	11	50	0	62
Out	C4:7C:8D:64:5D:17	2019-09-05 21:20:05	Flower care	27.1	8	84	0	100
In	C4:7C:8D:64:76:67	2019-09-05 21:30:01	Flower care	26.4	11	13	0	63
Out	C4:7C:8D:64:5D:17	2019-09-05 21:30:07	Flower care	27.1	8	29	0	100
In	C4:7C:8D:64:76:67	2019-09-05 21:40:01	Flower care	26.4	11	34	0	62
Out	C4:7C:8D:64:5D:17	2019-09-05 21:40:06	Flower care	27.1	8	86	0	100
In	C4:7C:8D:64:76:67	2019-09-05 21:50:01	Flower care	26.2	11	32	0	61
Out	C4:7C:8D:64:5D:17	2019-09-05 21:50:04	Flower care	27.0	8	50	0	100
In	C4:7C:8D:64:76:67	2019-09-05 22:00:02	Flower care	26.3	11	34	0	62
Out	C4:7C:8D:64:5D:17	2019-09-05 22:00:08	Flower care	27.0	8	105	0	100
In	C4:7C:8D:64:76:67	2019-09-05 22:10:01	Flower care	26.4	11	32	0	62
Out	C4:7C:8D:64:5D:17	2019-09-05 22:10:05	Flower care	27.1	8	29	0	100
In	C4:7C:8D:64:76:67	2019-09-05 22:20:02	Flower care	26.1	11	34	0	61
Out	C4:7C:8D:64:5D:17	2019-09-05 22:20:04	Flower care	26.8	8	69	0	100
In	C4:7C:8D:64:76:67	2019-09-05 22:30:01	Flower care	25.9	11	9	0	61
Out	C4:7C:8D:64:5D:17	2019-09-05 22:30:06	Flower care	26.7	7	29	0	100
In	C4:7C:8D:64:76:67	2019-09-05 22:40:02	Flower care	25.8	11	34	0	61
Out	C4:7C:8D:64:5D:17	2019-09-05 22:40:05	Flower care	26.5	7	104	0	100
In	C4:7C:8D:64:76:67	2019-09-05 22:50:01	Flower care	25.7	11	34	0	61
Out	C4:7C:8D:64:5D:17	2019-09-05 22:50:04	Flower care	26.4	8	30	0	100
In	C4:7C:8D:64:76:67	2019-09-05 23:00:02	Flower care	25.5	11	11	0	61
Out	C4:7C:8D:64:5D:17	2019-09-05 23:00:04	Flower care	26.2	7	87	0	100
In	C4:7C:8D:64:76:67	2019-09-05 23:10:02	Flower care	25.3	11	29	0	61
Out	C4:7C:8D:64:5D:17	2019-09-05 23:10:07	Flower care	26.0	7	47	0	100
In	C4:7C:8D:64:76:67	2019-09-05 23:20:02	Flower care	25.2	11	50	0	61
Out	C4:7C:8D:64:5D:17	2019-09-05 23:20:06	Flower care	25.8	7	87	0	100
In	C4:7C:8D:64:76:67	2019-09-05 23:30:01	Flower care	25.3	11	9	0	61
Out	C4:7C:8D:64:5D:17	2019-09-05 23:30:04	Flower care	26.0	7	48	0	100
In	C4:7C:8D:64:76:67	2019-09-05 23:40:02	Flower care	25.2	11	30	0	61
Out	C4:7C:8D:64:5D:17	2019-09-05 23:40:08	Flower care	25.9	7	69	0	100
In	C4:7C:8D:64:76:67	2019-09-05 23:50:02	Flower care	25.1	11	34	0	60
Out	C4:7C:8D:64:5D:17	2019-09-05 23:50:04	Flower care	25.9	7	50	0	100
In	C4:7C:8D:64:76:67	2019-09-06 00:00:02	Flower care	25.2	11	52	0	60
Out	C4:7C:8D:64:5D:17	2019-09-06 00:00:05	Flower care	26.0	7	89	0	100
In	C4:7C:8D:64:76:67	2019-09-06 00:10:02	Flower care	25.3	11	9	0	60
Out	C4:7C:8D:64:5D:17	2019-09-06 00:10:06	Flower care	26.1	7	29	0	100
In	C4:7C:8D:64:76:67	2019-09-06 00:20:02	Flower care	25.1	11	30	0	60
Out	C4:7C:8D:64:5D:17	2019-09-06 00:20:05	Flower care	25.9	7	90	0	100
In	C4:7C:8D:64:76:67	2019-09-06 00:30:02	Flower care	25.0	11	34	0	60
Out	C4:7C:8D:64:5D:17	2019-09-06 00:30:05	Flower care	25.7	7	47	0	100
In	C4:7C:8D:64:76:67	2019-09-06 00:40:02	Flower care	24.8	11	30	0	58
Out	C4:7C:8D:64:5D:17	2019-09-06 00:40:06	Flower care	25.6	7	87	0	100
